expert_tile,model_tile,same_action,expert_shanten,model_shanten,expert_ukeire,model_ukeire,shanten_difference,ukeire_difference,model_prob,category,offset
9s,7s,False,2,2,18,18,0,0,0.4264523684978485,equivalent,367.0
9s,9s,True,3,3,67,67,0,0,0.623202383518219,exact_match,368.0
1p,6p,False,1,2,12,17,-1,-5,0.3873940706253052,shanten_loss,369.0
3m,6m,False,2,3,14,63,-1,-49,0.4548893868923187,shanten_loss,370.0
1p,1p,True,1,1,12,12,0,0,0.5182925462722778,exact_match,371.0
east,east,True,2,2,13,13,0,0,0.49021637439727783,exact_match,372.0
red,red,True,2,2,51,51,0,0,0.4642854332923889,exact_match,373.0
9p,8p,False,2,2,13,50,0,-37,0.7232609391212463,better_ukeire,374.0
9s,9s,True,2,2,13,13,0,0,0.8492045402526855,exact_match,375.0
green,green,True,2,2,13,13,0,0,0.8171814680099487,exact_match,376.0
green,north,False,4,4,40,40,0,0,0.8473053574562073,equivalent,377.0
north,north,True,4,4,86,86,0,0,0.8467893004417419,exact_match,378.0
east,east,True,3,3,80,80,0,0,0.7794107794761658,exact_match,379.0
7m,1s,False,2,3,13,76,-1,-63,0.8025303483009338,shanten_loss,380.0
2p,3m,False,2,2,25,23,0,2,0.4950384199619293,near_equivalent,381.0
6s,6s,True,2,2,25,25,0,0,0.9040762782096863,exact_match,382.0
9m,9m,True,2,2,23,23,0,0,0.9257476925849915,exact_match,383.0
red,red,True,2,2,21,21,0,0,0.8363291621208191,exact_match,384.0
3m,3m,True,1,1,14,14,0,0,0.5586216449737549,exact_match,385.0
white,east,False,2,2,31,31,0,0,0.910526692867279,equivalent,386.0
east,east,True,2,2,32,32,0,0,0.9774165153503418,exact_match,387.0
north,north,True,2,2,32,32,0,0,0.9719233512878418,exact_match,388.0
south,south,True,2,2,32,32,0,0,0.9426150918006897,exact_match,389.0
red,red,True,2,2,31,31,0,0,0.9608235955238342,exact_match,390.0
9p,2m,False,2,2,31,41,0,-10,0.6011064052581787,better_ukeire,391.0
3p,3p,True,1,1,17,17,0,0,0.5717015862464905,exact_match,392.0
2m,2s,False,1,1,16,17,0,-1,0.8837049603462219,near_equivalent,393.0
4m,4m,True,1,1,14,14,0,0,0.6132545471191406,exact_match,394.0
green,green,True,1,1,14,14,0,0,0.8820904493331909,exact_match,395.0
2s,2s,True,1,1,12,12,0,0,0.6126509308815002,exact_match,396.0
green,green,True,1,1,12,12,0,0,0.8715872168540955,exact_match,397.0
white,white,True,1,1,12,12,0,0,0.9278078675270081,exact_match,398.0
5s,1s,False,1,1,16,29,0,-13,0.7987130284309387,better_ukeire,399.0
1s,1s,True,0,0,6,6,0,0,0.7909803986549377,exact_match,400.0
west,west,True,0,0,6,6,0,0,0.9668067693710327,exact_match,401.0
1m,1m,True,0,0,6,6,0,0,0.9312265515327454,exact_match,402.0
2s,2s,True,0,0,6,6,0,0,0.9772832989692688,exact_match,403.0
west,west,True,2,2,14,14,0,0,0.7042216658592224,exact_match,404.0
7m,7m,True,2,2,31,31,0,0,0.9879069328308105,exact_match,405.0
5p,5s,False,1,1,12,6,0,6,0.5040765404701233,ukeire_loss,406.0
4s,5s,False,1,1,15,15,0,0,0.69692063331604,equivalent,407.0
2m,2m,True,1,1,15,15,0,0,0.6990498304367065,exact_match,408.0
5s,5s,True,0,0,11,11,0,0,0.9989984631538391,exact_match,409.0
9p,9p,True,0,0,11,11,0,0,0.9977726340293884,exact_match,410.0
9s,9s,True,0,0,11,11,0,0,0.9994522929191589,exact_match,411.0
9s,9s,True,0,0,11,11,0,0,0.9997749924659729,exact_match,412.0
9s,9s,True,0,0,11,11,0,0,0.9991922974586487,exact_match,413.0
6m,6m,True,0,0,11,11,0,0,0.998653769493103,exact_match,414.0
9m,9m,True,0,0,11,11,0,0,0.9988752007484436,exact_match,415.0
west,west,True,2,2,56,56,0,0,0.5465410947799683,exact_match,416.0
9s,9s,True,1,1,35,35,0,0,0.7900652885437012,exact_match,417.0
red,red,True,3,3,59,59,0,0,0.4919496178627014,exact_match,418.0
west,west,True,2,2,47,47,0,0,0.6022850871086121,exact_match,419.0
9s,9s,True,1,1,11,11,0,0,0.7727749943733215,exact_match,420.0
9s,9s,True,2,2,26,26,0,0,0.616408109664917,exact_match,421.0
white,1m,False,3,3,44,36,0,8,0.5029032230377197,ukeire_loss,422.0
8m,1m,False,2,2,43,43,0,0,0.7201634645462036,equivalent,423.0
red,west,False,3,3,56,56,0,0,0.4974866509437561,equivalent,424.0
1m,1m,True,1,1,26,26,0,0,0.7854169011116028,exact_match,425.0
1m,1m,True,3,3,62,62,0,0,0.5220181941986084,exact_match,426.0
north,north,True,1,1,26,26,0,0,0.9899993538856506,exact_match,427.0
west,west,True,2,2,19,19,0,0,0.4320857524871826,exact_match,428.0
1m,4m,False,1,1,25,25,0,0,0.8202536702156067,equivalent,429.0
2p,5p,False,2,2,21,19,0,2,0.21507111191749573,near_equivalent,430.0
9s,9s,True,1,1,23,23,0,0,0.9930140376091003,exact_match,431.0
5p,8m,False,1,1,10,9,0,1,0.254002183675766,near_equivalent,432.0
4m,4m,True,1,1,23,23,0,0,0.38912200927734375,exact_match,433.0
7p,south,False,1,1,10,10,0,0,0.7864439487457275,equivalent,434.0
2m,2m,True,1,1,22,22,0,0,0.9108080863952637,exact_match,435.0
3p,south,False,1,1,9,10,0,-1,0.5045351386070251,near_equivalent,436.0
1s,1s,True,1,1,22,22,0,0,0.9476752281188965,exact_match,437.0
south,red,False,1,1,9,9,0,0,0.5385674238204956,equivalent,438.0
7p,green,False,0,0,3,5,0,-2,0.5124847888946533,near_equivalent,439.0
9s,9s,True,1,1,9,9,0,0,0.729173481464386,exact_match,440.0
8p,8s,False,0,0,4,3,0,1,0.6224702000617981,near_equivalent,441.0
4m,4m,True,1,1,9,9,0,0,0.6832671761512756,exact_match,442.0
north,north,True,3,3,19,19,0,0,0.9311925172805786,exact_match,443.0
east,9s,False,4,4,86,86,0,0,0.4359309673309326,equivalent,444.0
red,green,False,2,2,11,11,0,0,0.5886602997779846,equivalent,445.0
west,9s,False,4,4,85,85,0,0,0.5701534748077393,equivalent,446.0
green,green,True,2,2,19,19,0,0,0.9622604846954346,exact_match,447.0
red,9s,False,4,4,83,81,0,2,0.3751719892024994,near_equivalent,448.0
north,north,True,2,2,19,19,0,0,0.9780666828155518,exact_match,449.0
9s,south,False,4,4,81,82,0,-1,0.3519502282142639,near_equivalent,450.0
9m,2p,False,2,2,15,19,0,-4,0.8101205825805664,better_ukeire,451.0
7m,green,False,3,3,55,72,0,-17,0.6464131474494934,better_ukeire,452.0
2s,8m,False,2,2,18,15,0,3,0.4920414984226227,ukeire_loss,453.0
green,green,True,2,2,17,17,0,0,0.7176530957221985,exact_match,454.0
4s,8m,False,2,2,17,21,0,-4,0.4130818247795105,better_ukeire,455.0
1m,1m,True,2,2,15,15,0,0,0.7960612177848816,exact_match,456.0
2p,8m,False,1,1,7,11,0,-4,0.6610655188560486,better_ukeire,457.0
south,south,True,2,2,38,38,0,0,0.691179633140564,exact_match,458.0
8m,8m,True,1,1,24,24,0,0,0.9068999886512756,exact_match,459.0
1p,1p,True,2,2,37,37,0,0,0.7459848523139954,exact_match,460.0
north,north,True,1,1,24,24,0,0,0.9807770848274231,exact_match,461.0
1s,1s,True,1,1,10,10,0,0,0.5397159457206726,exact_match,462.0
6s,6s,True,0,0,7,7,0,0,0.5048255324363708,exact_match,463.0
6s,6s,True,1,1,10,10,0,0,0.46981722116470337,exact_match,464.0
red,red,True,0,0,7,7,0,0,0.9861423373222351,exact_match,465.0
9m,2s,False,1,1,10,10,0,0,0.6726013422012329,equivalent,466.0
1p,1p,True,0,0,7,7,0,0,0.9907518625259399,exact_match,467.0
3s,3s,True,1,1,26,26,0,0,0.3114791512489319,exact_match,468.0
1m,east,False,4,4,63,71,0,-8,0.3993830382823944,better_ukeire,469.0
1s,1s,True,3,3,35,35,0,0,0.5679813027381897,exact_match,470.0
east,white,False,3,3,49,50,0,-1,0.3744976818561554,near_equivalent,471.0
white,white,True,3,3,50,50,0,0,0.40727195143699646,exact_match,472.0
9s,9s,True,3,3,50,50,0,0,0.9123196005821228,exact_match,473.0
red,1p,False,2,3,20,46,-1,-26,0.7376887202262878,shanten_loss,474.0
south,south,True,1,1,12,12,0,0,0.3864388167858124,exact_match,475.0
9m,9m,True,1,1,12,12,0,0,0.39711853861808777,exact_match,476.0
south,south,True,1,1,12,12,0,0,0.8358075022697449,exact_match,477.0
1p,7p,False,2,1,39,12,1,27,0.853007435798645,better_shanten,478.0
2p,6m,False,2,2,44,36,0,8,0.6978480219841003,ukeire_loss,479.0
6m,6m,True,2,2,32,32,0,0,0.5071134567260742,exact_match,480.0
east,7p,False,1,1,25,19,0,6,0.5012551546096802,ukeire_loss,481.0
1s,1s,True,1,1,25,25,0,0,0.6503636837005615,exact_match,482.0
7p,6s,False,1,0,23,3,1,20,0.9390409588813782,better_shanten,483.0
2s,7p,False,1,1,22,21,0,1,0.8077418804168701,near_equivalent,484.0
7p,7p,True,0,0,5,5,0,0,0.994445264339447,exact_match,485.0
west,west,True,2,2,19,19,0,0,0.6825891733169556,exact_match,486.0
1s,1s,True,2,2,19,19,0,0,0.7262216210365295,exact_match,487.0
red,red,True,2,2,46,46,0,0,0.7666223049163818,exact_match,488.0
1m,1m,True,2,2,45,45,0,0,0.9198408126831055,exact_match,489.0
8m,8m,True,1,1,14,14,0,0,0.6653705835342407,exact_match,490.0
2s,2s,True,1,1,14,14,0,0,0.7869055867195129,exact_match,491.0
4m,3m,False,0,1,8,22,-1,-14,0.42251312732696533,shanten_loss,492.0
9p,9p,True,0,0,8,8,0,0,0.9492283463478088,exact_match,493.0
9p,9p,True,3,3,49,49,0,0,0.5358049273490906,exact_match,494.0
9s,9s,True,2,2,20,20,0,0,0.5444561243057251,exact_match,495.0
red,south,False,1,1,12,12,0,0,0.5487391948699951,equivalent,496.0
south,south,True,1,1,18,18,0,0,0.7946823239326477,exact_match,497.0
2s,2s,True,1,1,18,18,0,0,0.7577783465385437,exact_match,498.0
1s,south,False,3,3,61,68,0,-7,0.5509499311447144,better_ukeire,499.0
south,west,False,3,3,19,19,0,0,0.5612635016441345,equivalent,500.0
south,south,True,2,2,15,15,0,0,0.9606301784515381,exact_match,501.0
west,north,False,3,3,18,19,0,-1,0.37102827429771423,near_equivalent,502.0
9s,3m,False,2,2,19,23,0,-4,0.6963408589363098,better_ukeire,503.0
9s,9s,True,3,3,18,18,0,0,0.7113151550292969,exact_match,504.0
9s,9s,True,2,2,19,19,0,0,0.9206793904304504,exact_match,505.0
north,north,True,3,3,67,67,0,0,0.5223211050033569,exact_match,506.0
red,red,True,2,2,19,19,0,0,0.9735663533210754,exact_match,507.0
white,white,True,3,3,66,66,0,0,0.7908946871757507,exact_match,508.0
3m,3m,True,2,2,24,24,0,0,0.47197026014328003,exact_match,509.0
8p,4m,False,2,2,21,21,0,0,0.28987178206443787,equivalent,510.0
east,east,True,2,2,23,23,0,0,0.9461162090301514,exact_match,511.0
1s,1s,True,2,2,45,45,0,0,0.4652109146118164,exact_match,512.0
2m,2m,True,2,2,23,23,0,0,0.9537349343299866,exact_match,513.0
4m,4m,True,1,1,14,14,0,0,0.8581308126449585,exact_match,514.0
9m,9m,True,1,1,10,10,0,0,0.3960787057876587,exact_match,515.0
7m,7s,False,1,1,9,11,0,-2,0.6756545901298523,near_equivalent,516.0
2p,6m,False,1,1,10,10,0,0,0.7521401047706604,equivalent,517.0
2p,2p,True,1,1,9,9,0,0,0.7009008526802063,exact_match,518.0
2p,2p,True,1,1,9,9,0,0,0.9353669285774231,exact_match,519.0
east,east,True,2,2,12,12,0,0,0.8250625133514404,exact_match,520.0
green,green,True,2,2,12,12,0,0,0.652350902557373,exact_match,521.0
west,west,True,1,1,8,8,0,0,0.9047533273696899,exact_match,522.0
1s,6m,False,2,1,66,8,1,58,0.6471465229988098,better_shanten,523.0
6m,6m,True,1,1,19,19,0,0,0.7308756709098816,exact_match,524.0
2p,2p,True,1,1,19,19,0,0,0.7063480019569397,exact_match,525.0
6s,6s,True,1,1,19,19,0,0,0.66827791929245,exact_match,526.0
red,south,False,3,3,46,45,0,1,0.8653953075408936,near_equivalent,527.0
south,green,False,3,3,60,61,0,-1,0.5154871940612793,near_equivalent,528.0
green,green,True,2,2,53,53,0,0,0.6431996822357178,exact_match,529.0
north,north,True,2,2,49,49,0,0,0.7535520195960999,exact_match,530.0
white,white,True,2,2,62,62,0,0,0.8101505041122437,exact_match,531.0
6m,7p,False,1,2,21,60,-1,-39,0.6413675546646118,shanten_loss,532.0
3m,3m,True,1,1,21,21,0,0,0.9056352972984314,exact_match,533.0
1p,south,False,4,4,68,76,0,-8,0.5132630467414856,better_ukeire,534.0
east,east,True,3,3,28,28,0,0,0.6564008593559265,exact_match,535.0
south,1m,False,3,3,19,19,0,0,0.49593600630760193,equivalent,536.0
white,1p,False,2,3,17,48,-1,-31,0.5447356700897217,shanten_loss,537.0
white,1m,False,3,3,69,60,0,9,0.6148470044136047,ukeire_loss,538.0
red,1p,False,2,3,17,60,-1,-43,0.46131250262260437,shanten_loss,539.0
red,red,True,3,3,69,69,0,0,0.6191470623016357,exact_match,540.0
1p,1p,True,3,3,79,79,0,0,0.7282781600952148,exact_match,541.0
1m,1m,True,2,2,25,25,0,0,0.7117851972579956,exact_match,542.0
7p,7p,True,2,2,53,53,0,0,0.46572163701057434,exact_match,543.0
7s,7s,True,2,2,28,28,0,0,0.7077838182449341,exact_match,544.0
2p,4p,False,1,1,12,10,0,2,0.46735942363739014,near_equivalent,545.0
4s,5m,False,1,1,7,12,0,-5,0.6919770836830139,better_ukeire,546.0
red,red,True,1,1,12,12,0,0,0.8658649921417236,exact_match,547.0
4s,4s,True,0,0,3,3,0,0,0.9272592067718506,exact_match,548.0
green,3m,False,1,0,10,3,1,7,0.7471835017204285,better_shanten,549.0
green,1p,False,2,1,38,10,1,28,0.9436668157577515,better_shanten,550.0
green,1p,False,1,1,11,11,0,0,0.5799775719642639,equivalent,551.0
green,1p,False,3,3,28,28,0,0,0.793015718460083,equivalent,552.0
1p,1p,True,2,2,20,20,0,0,0.8967975974082947,exact_match,553.0
5m,5m,True,1,1,8,8,0,0,0.6654357314109802,exact_match,554.0
8s,8s,True,1,1,20,20,0,0,0.41112104058265686,exact_match,555.0
3m,3m,True,1,1,20,20,0,0,0.8117218613624573,exact_match,556.0
2m,north,False,3,3,21,21,0,0,0.4803851842880249,equivalent,557.0
green,north,False,3,3,40,39,0,1,0.3237028121948242,near_equivalent,558.0
6p,6p,True,2,2,14,14,0,0,0.6628996133804321,exact_match,559.0
6m,north,False,3,2,47,13,1,34,0.30970245599746704,better_shanten,560.0
6s,red,False,1,1,16,16,0,0,0.730403482913971,equivalent,561.0
5m,5m,True,2,2,27,27,0,0,0.7204663753509521,exact_match,562.0
4m,4m,True,1,1,15,15,0,0,0.8409460186958313,exact_match,563.0
north,5s,False,1,1,4,4,0,0,0.6912018656730652,equivalent,564.0
1s,1s,True,1,1,14,14,0,0,0.9132463335990906,exact_match,565.0
1s,5s,False,1,1,5,5,0,0,0.6393593549728394,equivalent,566.0
white,white,True,1,1,14,14,0,0,0.8922764658927917,exact_match,567.0
5s,9m,False,1,1,5,5,0,0,0.9158173203468323,equivalent,568.0
white,white,True,1,1,14,14,0,0,0.9439138770103455,exact_match,569.0
2m,2m,True,1,1,5,5,0,0,0.7618981599807739,exact_match,570.0
red,red,True,0,0,9,9,0,0,0.9716207385063171,exact_match,571.0
9m,9m,True,0,0,3,3,0,0,0.985650360584259,exact_match,572.0
8m,8m,True,0,0,9,9,0,0,0.9269767999649048,exact_match,573.0
4m,4m,True,0,0,3,3,0,0,0.9894531965255737,exact_match,574.0
west,south,False,4,4,57,58,0,-1,0.512176513671875,near_equivalent,575.0
1m,south,False,3,3,26,26,0,0,0.4568166434764862,equivalent,576.0
2m,north,False,3,3,26,26,0,0,0.3620445430278778,equivalent,577.0
south,north,False,3,3,30,30,0,0,0.3383226692676544,equivalent,578.0
2p,white,False,3,2,43,19,1,24,0.3659616708755493,better_shanten,579.0
6p,1p,False,3,3,43,46,0,-3,0.5356465578079224,better_ukeire,580.0
1p,1p,True,3,3,36,36,0,0,0.4134505093097687,exact_match,581.0
red,white,False,2,2,18,18,0,0,0.47550132870674133,equivalent,582.0
2s,white,False,2,2,18,18,0,0,0.37988078594207764,equivalent,583.0
7m,7m,True,2,2,17,17,0,0,0.5959662795066833,exact_match,584.0
white,white,True,1,1,10,10,0,0,0.5886250734329224,exact_match,585.0
north,north,True,0,0,3,3,0,0,0.9165934324264526,exact_match,586.0
west,west,True,1,1,13,13,0,0,0.6679447889328003,exact_match,587.0
1p,north,False,3,3,31,31,0,0,0.377764493227005,equivalent,588.0
white,white,True,1,1,14,14,0,0,0.875391960144043,exact_match,589.0
north,north,True,3,3,30,30,0,0,0.7063525915145874,exact_match,590.0
9p,9p,True,1,1,24,24,0,0,0.9671018123626709,exact_match,591.0
north,north,True,3,3,30,30,0,0,0.8782780766487122,exact_match,592.0
green,green,True,1,1,24,24,0,0,0.993194580078125,exact_match,593.0
green,white,False,3,3,37,37,0,0,0.3637109398841858,equivalent,594.0
8s,6p,False,1,0,33,4,1,29,0.7276182174682617,better_shanten,595.0
east,white,False,2,2,16,16,0,0,0.5078635215759277,equivalent,596.0
6s,3s,False,1,1,32,33,0,-1,0.9487952589988708,near_equivalent,597.0
white,white,True,2,2,18,18,0,0,0.7772537469863892,exact_match,598.0
3s,3s,True,1,1,32,32,0,0,0.6584250330924988,exact_match,599.0
6m,6m,True,2,2,20,20,0,0,0.4410443902015686,exact_match,600.0
red,red,True,1,1,32,32,0,0,0.9223374128341675,exact_match,601.0
2p,4m,False,1,1,11,7,0,4,0.20008140802383423,ukeire_loss,602.0
6p,4s,False,1,1,31,31,0,0,0.8233773708343506,equivalent,603.0
1s,1s,True,1,1,11,11,0,0,0.763218104839325,exact_match,604.0
white,green,False,2,2,25,25,0,0,0.47823259234428406,equivalent,605.0
9m,9m,True,3,3,20,20,0,0,0.5174264907836914,exact_match,606.0
1p,1p,True,2,2,25,25,0,0,0.6579446196556091,exact_match,607.0
west,white,False,4,4,71,71,0,0,0.3578674793243408,equivalent,608.0
8s,green,False,1,1,16,16,0,0,0.5672584176063538,equivalent,609.0
9s,9s,True,3,3,57,57,0,0,0.4089713990688324,exact_match,610.0
green,west,False,1,1,16,16,0,0,0.8053092956542969,equivalent,611.0
green,white,False,3,3,57,56,0,1,0.3881776034832001,near_equivalent,612.0
west,west,True,1,1,16,16,0,0,0.9670175909996033,exact_match,613.0
1m,1m,True,3,3,56,56,0,0,0.6358458995819092,exact_match,614.0
6s,6s,True,1,1,16,16,0,0,0.9885412454605103,exact_match,615.0
white,white,True,2,2,43,43,0,0,0.4066590368747711,exact_match,616.0
7p,7p,True,1,1,16,16,0,0,0.9842010140419006,exact_match,617.0
1s,1s,True,2,2,42,42,0,0,0.8238560557365417,exact_match,618.0
east,east,True,2,2,41,41,0,0,0.6294217109680176,exact_match,619.0
red,9m,False,2,2,44,41,0,3,0.6494079828262329,ukeire_loss,620.0
5m,5m,True,1,1,12,12,0,0,0.5358386635780334,exact_match,621.0
6s,6s,True,1,1,12,12,0,0,0.6072751879692078,exact_match,622.0
9s,9s,True,1,1,11,11,0,0,0.7572058439254761,exact_match,623.0
west,west,True,1,1,11,11,0,0,0.595878541469574,exact_match,624.0
1s,1s,True,4,4,56,56,0,0,0.5040759444236755,exact_match,625.0
9p,9p,True,2,2,27,27,0,0,0.9691374897956848,exact_match,626.0
9m,south,False,3,3,38,46,0,-8,0.4890564978122711,better_ukeire,627.0
2p,north,False,2,2,26,26,0,0,0.8645641207695007,equivalent,628.0
south,south,True,2,2,33,33,0,0,0.6699550747871399,exact_match,629.0
north,1m,False,2,2,30,26,0,4,0.4872898459434509,ukeire_loss,630.0
1s,1s,True,2,2,33,33,0,0,0.8669455647468567,exact_match,631.0
east,east,True,2,2,28,28,0,0,0.8825573921203613,exact_match,632.0
white,green,False,1,1,24,24,0,0,0.6043888926506042,equivalent,633.0
8m,1m,False,1,1,14,14,0,0,0.4974903166294098,equivalent,634.0
green,green,True,1,1,35,35,0,0,0.9213298559188843,exact_match,635.0
9m,9m,True,1,1,14,14,0,0,0.8258314728736877,exact_match,636.0
8s,8s,True,1,1,35,35,0,0,0.9460822939872742,exact_match,637.0
6m,6m,True,1,1,13,13,0,0,0.6614439487457275,exact_match,638.0
1m,1m,True,0,0,7,7,0,0,0.9111627340316772,exact_match,639.0
2s,2s,True,0,0,7,7,0,0,0.9908797740936279,exact_match,640.0
red,red,True,0,0,7,7,0,0,0.9854035973548889,exact_match,641.0
red,red,True,0,0,7,7,0,0,0.9831347465515137,exact_match,642.0
north,north,True,3,3,39,39,0,0,0.616606593132019,exact_match,643.0
1m,1m,True,2,2,10,10,0,0,0.7659278512001038,exact_match,644.0
green,green,True,1,1,8,8,0,0,0.6182734370231628,exact_match,645.0
red,red,True,0,0,4,4,0,0,0.983600914478302,exact_match,646.0
white,white,True,0,0,4,4,0,0,0.9936308264732361,exact_match,647.0
2s,2s,True,0,0,4,4,0,0,0.8890061974525452,exact_match,648.0
4s,4s,True,0,0,4,4,0,0,0.9435608386993408,exact_match,649.0
east,east,True,0,0,4,4,0,0,0.9877884984016418,exact_match,650.0
3m,3m,True,0,0,4,4,0,0,0.9909399747848511,exact_match,651.0
2p,2p,True,0,0,4,4,0,0,0.9869699478149414,exact_match,652.0
5m,5m,True,0,0,4,4,0,0,0.9518879652023315,exact_match,653.0
white,white,True,3,3,70,70,0,0,0.9523491859436035,exact_match,654.0
2m,2m,True,2,2,57,57,0,0,0.9101670980453491,exact_match,655.0
south,south,True,2,2,56,56,0,0,0.962649405002594,exact_match,656.0
8m,8m,True,1,1,16,16,0,0,0.4826980233192444,exact_match,657.0
9s,9s,True,4,4,26,26,0,0,0.39228513836860657,exact_match,658.0
1p,1s,False,3,3,20,20,0,0,0.35248178243637085,equivalent,659.0
1s,south,False,3,3,19,19,0,0,0.5184887051582336,equivalent,660.0
east,east,True,3,3,19,19,0,0,0.7653405666351318,exact_match,661.0
red,2p,False,3,3,18,19,0,-1,0.66560959815979,near_equivalent,662.0
2p,green,False,3,3,41,45,0,-4,0.41465893387794495,better_ukeire,663.0
9p,green,False,3,2,39,17,1,22,0.36168742179870605,better_shanten,664.0
south,green,False,2,2,32,33,0,-1,0.45409175753593445,near_equivalent,665.0
green,green,True,1,1,12,12,0,0,0.5301466584205627,exact_match,666.0
8p,8p,True,0,0,6,6,0,0,0.9573374390602112,exact_match,667.0
south,9p,False,2,2,35,27,0,8,0.4024084806442261,ukeire_loss,668.0
white,2p,False,2,2,16,19,0,-3,0.9457986354827881,better_ukeire,669.0
north,9p,False,2,2,39,31,0,8,0.45801106095314026,ukeire_loss,670.0
white,white,True,2,2,24,24,0,0,0.9597687125205994,exact_match,671.0
red,9p,False,2,2,38,30,0,8,0.5350846648216248,ukeire_loss,672.0
east,east,True,2,2,24,24,0,0,0.922234058380127,exact_match,673.0
9p,9p,True,2,2,52,52,0,0,0.6347678303718567,exact_match,674.0
1s,1s,True,2,2,24,24,0,0,0.967362642288208,exact_match,675.0
9m,green,False,2,2,49,52,0,-3,0.7329166531562805,better_ukeire,676.0
8m,8m,True,2,2,22,22,0,0,0.6425691843032837,exact_match,677.0
green,green,True,2,2,67,67,0,0,0.9056888818740845,exact_match,678.0
2s,2s,True,2,2,22,22,0,0,0.9831616878509521,exact_match,679.0
9s,9s,True,2,2,63,63,0,0,0.8148418068885803,exact_match,680.0
8m,8m,True,2,2,22,22,0,0,0.8658695220947266,exact_match,681.0
6p,6p,True,1,1,18,18,0,0,0.8562800288200378,exact_match,682.0
2p,2p,True,1,1,16,16,0,0,0.6600170135498047,exact_match,683.0
1s,1s,True,1,1,16,16,0,0,0.9601683616638184,exact_match,684.0
3p,3p,True,1,1,16,16,0,0,0.9210106134414673,exact_match,685.0
1p,1p,True,1,1,16,16,0,0,0.9761549234390259,exact_match,686.0
8s,4s,False,1,1,16,16,0,0,0.54152512550354,equivalent,687.0
3m,3m,True,0,0,5,5,0,0,0.9566969871520996,exact_match,688.0
6p,6p,True,1,1,16,16,0,0,0.7928142547607422,exact_match,689.0
2m,2m,True,0,0,5,5,0,0,0.9224568009376526,exact_match,690.0
8m,white,False,1,1,10,10,0,0,0.8323675990104675,equivalent,691.0
white,white,True,1,1,17,17,0,0,0.8064459562301636,exact_match,692.0
1p,1p,True,1,1,17,17,0,0,0.9743559956550598,exact_match,693.0
5s,8p,False,0,0,3,3,0,0,0.6169243454933167,equivalent,694.0
5s,5s,True,0,0,3,3,0,0,0.6653374433517456,exact_match,695.0
8p,west,False,0,0,3,3,0,0,0.7229267358779907,equivalent,696.0
west,west,True,0,0,6,6,0,0,0.5980504155158997,exact_match,697.0
7m,7m,True,0,0,6,6,0,0,0.9563704133033752,exact_match,698.0
4p,3m,False,0,0,10,6,0,4,0.8231580853462219,ukeire_loss,699.0
green,green,True,0,0,10,10,0,0,0.9150788187980652,exact_match,700.0
south,south,True,4,4,87,87,0,0,0.40339982509613037,exact_match,701.0
